Date,Total Posts
6/19/17,2
6/20/17,1
6/21/17,1
6/22/17,2
6/23/17,2
6/24/17,0
6/25/17,0
6/26/17,0
6/27/17,1
6/28/17,2
6/29/17,1
6/30/17,1
7/1/17,0
7/2/17,0
7/3/17,1
7/4/17,1
7/5/17,0
7/6/17,1
7/7/17,7
7/8/17,1
7/9/17,4
7/10/17,1
7/11/17,2
7/12/17,0
7/13/17,1
7/14/17,1
7/15/17,3
7/16/17,1
7/17/17,2
7/18/17,2
7/19/17,2
7/20/17,5
7/21/17,3
7/22/17,0
7/23/17,0
7/24/17,1
7/25/17,1
7/26/17,2
7/27/17,1
7/28/17,0
7/29/17,0
7/30/17,1
7/31/17,1
8/1/17,0
8/2/17,2
8/3/17,1
8/4/17,2
8/5/17,3
8/6/17,1
8/7/17,3
8/8/17,1
8/9/17,3
8/10/17,1
8/11/17,3
8/12/17,0
8/13/17,0
8/14/17,2
8/15/17,0
8/16/17,1
8/17/17,2
8/18/17,1
8/19/17,1
8/20/17,1
8/21/17,1
8/22/17,1
8/23/17,1
8/24/17,1
8/25/17,0
8/26/17,0
8/27/17,2
8/28/17,0
8/29/17,0
8/30/17,0
8/31/17,0
9/1/17,0
9/2/17,2
9/3/17,1
9/4/17,2
9/5/17,0
9/6/17,0
9/7/17,0
9/8/17,0
9/9/17,0
9/10/17,1
9/11/17,0
9/12/17,0
9/13/17,0
9/14/17,1
9/15/17,2
9/16/17,1
9/17/17,0
9/18/17,0
9/19/17,1
9/20/17,0
9/21/17,1
9/22/17,0
9/23/17,1
9/24/17,2
9/25/17,1
9/26/17,1
9/27/17,2
9/28/17,2
9/29/17,1
9/30/17,1
10/1/17,0
10/2/17,3
10/3/17,0
10/4/17,1
10/5/17,1
10/6/17,1
10/7/17,0
10/8/17,1
10/9/17,1
10/10/17,1
10/11/17,3
10/12/17,0
10/13/17,0
10/14/17,2
10/15/17,3
10/16/17,1
10/17/17,0
10/18/17,1
10/19/17,2
10/20/17,1
10/21/17,1
10/22/17,2
10/23/17,1
10/24/17,0
10/25/17,1
10/26/17,3
10/27/17,0
10/28/17,1
10/29/17,0
10/30/17,5
10/31/17,5
11/1/17,4
11/2/17,3
11/3/17,0
11/4/17,1
11/5/17,1
11/6/17,4
11/7/17,2
11/8/17,2
11/9/17,1
11/10/17,1
11/11/17,1
11/12/17,2
11/13/17,2
11/14/17,4
11/15/17,2
11/16/17,1
11/17/17,2
11/18/17,2
11/19/17,0
11/20/17,2
11/21/17,0
11/22/17,2
11/23/17,0
11/24/17,1
11/25/17,0
11/26/17,3
11/27/17,0
11/28/17,2
11/29/17,2
11/30/17,2
12/1/17,1
12/2/17,3
12/3/17,0
12/4/17,5
12/5/17,0
12/6/17,1
12/7/17,0
12/8/17,1
12/9/17,2
12/10/17,3
12/11/17,0
12/12/17,1
12/13/17,2
12/14/17,1
12/15/17,0
12/16/17,1
12/17/17,1
12/18/17,1
12/19/17,0
12/20/17,1
12/21/17,0
12/22/17,2
12/23/17,0
12/24/17,2
12/25/17,20
12/26/17,1
12/27/17,0
12/28/17,1
12/29/17,0
12/30/17,1
12/31/17,0
1/1/18,0
1/2/18,1
1/3/18,1
1/4/18,1
1/5/18,2
1/6/18,0
1/7/18,2
1/8/18,7
1/9/18,1
1/10/18,0
1/11/18,1
1/12/18,1
1/13/18,2
1/14/18,1
1/15/18,1
1/16/18,0
1/17/18,1
1/18/18,3
1/19/18,2
1/20/18,2
1/21/18,3
1/22/18,3
1/23/18,1
1/24/18,1
1/25/18,0
1/26/18,0
1/27/18,4
1/28/18,2
1/29/18,0
1/30/18,1
1/31/18,0
2/1/18,4
2/2/18,5
2/3/18,3
2/4/18,2
2/5/18,2
2/6/18,2
2/7/18,4
2/8/18,2
2/9/18,1
2/10/18,1
2/11/18,0
2/12/18,1
2/13/18,1
2/14/18,3
2/15/18,1
2/16/18,0
2/17/18,0
2/18/18,2
2/19/18,1
2/20/18,2
2/21/18,2
2/22/18,2
2/23/18,2
2/24/18,2
2/25/18,0
2/26/18,0
2/27/18,0
2/28/18,0
3/1/18,5
3/2/18,5
3/3/18,3
3/4/18,3
3/5/18,3
3/6/18,0
3/7/18,4
3/8/18,0
3/9/18,0
3/10/18,0
3/11/18,1
3/12/18,2
3/13/18,2
3/14/18,1
3/15/18,0
3/16/18,1
3/17/18,0
3/18/18,1
3/19/18,1
3/20/18,0
3/21/18,0
3/22/18,5
3/23/18,3
3/24/18,4
3/25/18,2
3/26/18,3
3/27/18,4
3/28/18,3
3/29/18,5
3/30/18,4
3/31/18,6
4/1/18,1
4/2/18,7
4/3/18,3
4/4/18,3
4/5/18,2
4/6/18,1
4/7/18,3
4/8/18,2
4/9/18,0
4/10/18,2
4/11/18,3
4/12/18,3
4/13/18,2
4/14/18,1
4/15/18,2
4/16/18,2
4/17/18,2
4/18/18,3
4/19/18,4
4/20/18,2
4/21/18,4
4/22/18,2
4/23/18,5
4/24/18,6
4/25/18,4
4/26/18,5
4/27/18,3
4/28/18,5
4/29/18,5
4/30/18,11
5/1/18,3
5/2/18,3
5/3/18,5
5/4/18,5
5/5/18,6
5/6/18,3
5/7/18,3
5/8/18,3
5/9/18,5
5/10/18,6
5/11/18,2
5/12/18,4
5/13/18,2
5/14/18,2
5/15/18,2
5/16/18,3
5/17/18,8
5/18/18,6
5/19/18,12
5/20/18,21
5/21/18,6
5/22/18,6
5/23/18,6
5/24/18,7
5/25/18,7
5/26/18,3
5/27/18,3
5/28/18,3
5/29/18,7
5/30/18,2
5/31/18,4
6/1/18,8
6/2/18,3
6/3/18,6
6/4/18,2
6/5/18,4
6/6/18,4
6/7/18,7
6/8/18,7
6/9/18,5
6/10/18,3
6/11/18,5
6/12/18,2
6/13/18,2
6/14/18,5
6/15/18,4
6/16/18,2
6/17/18,2
6/18/18,6
6/19/18,4
6/20/18,6
6/21/18,5
6/22/18,4
6/23/18,3
6/24/18,1
6/25/18,2
6/26/18,2
6/27/18,2
6/28/18,2
6/29/18,3
6/30/18,3
7/1/18,2
7/2/18,7
7/3/18,4
7/4/18,8
7/5/18,3
7/6/18,6
7/7/18,6
7/8/18,3
7/9/18,6
7/10/18,6
7/11/18,5
7/12/18,4
7/13/18,6
7/14/18,1
7/15/18,7
7/16/18,8
7/17/18,10
7/18/18,7
7/19/18,10
7/20/18,4
7/21/18,0
7/22/18,6
7/23/18,6
7/24/18,5
7/25/18,5
7/26/18,5
7/27/18,4
7/28/18,5
7/29/18,3
7/30/18,5
7/31/18,6
8/1/18,2
8/2/18,3
8/3/18,10
8/4/18,3
8/5/18,5
8/6/18,7
8/7/18,7
8/8/18,5
8/9/18,8
8/10/18,2
8/11/18,3
8/12/18,3
8/13/18,4
8/14/18,3
8/15/18,4
8/16/18,2
8/17/18,7
8/18/18,6
8/19/18,3
8/20/18,12
8/21/18,3
8/22/18,8
8/23/18,4
8/24/18,10
8/25/18,4
8/26/18,3
8/27/18,10
8/28/18,11
8/29/18,6
8/30/18,3
8/31/18,5
9/1/18,7
9/2/18,11
9/3/18,7
9/4/18,4
9/5/18,10
9/6/18,6
9/7/18,8
9/8/18,8
9/9/18,8
9/10/18,3
9/11/18,6
9/12/18,5
9/13/18,5
9/14/18,3
9/15/18,6
9/16/18,6
9/17/18,5
9/18/18,4
9/19/18,5
9/20/18,4
9/21/18,3
9/22/18,7
9/23/18,7
9/24/18,3
9/25/18,6
9/26/18,12
9/27/18,8
9/28/18,5
9/29/18,7
9/30/18,7
